,load_MW,solar_cf,wind_cf
6599,43081,0,0.742
6600,40593,0,0.727
6601,38670,0,0.81
6602,37364,0,0.802
6603,36387,0,0.248
6604,35762,0,0.136
6605,35618,0,0.109
6606,35859,0,0.123
6607,36343,0,0.127
6608,38089,0.096,0.189
6609,41206,0.323,0.291
6610,44637,0.518,0.329
6611,48209,0.647,0.382
6612,51397,0.723,0.497
6613,54048,0.746,0.543
6614,55702,0.72,0.788
6615,56655,0.645,0.303
6616,56869,0.527,0.777
6617,56133,0.302,0.822
6618,54392,0.138,0.822
6619,52873,0,0.822
6620,51311,0,0.77
6621,48768,0,0.68
6622,45580,0,0.763
6623,42335,0,0.777
6624,39574,0,0.824
6625,37661,0,0.822
6626,36459,0,0.726
6627,35876,0,0.682
6628,36010,0,0.501
6629,37175,0,0.419
6630,39639,0,0.232
6631,40739,0,0.196
6632,41482,0.099,0.313
6633,43455,0.165,0.398
6634,46183,0.351,0.455
6635,49180,0.534,0.337
6636,51921,0.759,0.508
6637,54532,0.781,0.621
6638,56528,0.749,0.608
6639,57808,0.667,0.182
6640,58499,0.542,0.419
6641,57951,0.359,0.68
6642,55602,0.137,0.796
6643,53429,0,0.77
6644,51055,0,0.781
6645,47899,0,0.77
6646,44179,0,0.796
6647,40648,0,0.824
6648,37809,0,0.757
6649,35974,0,0.608
6650,34625,0,0.724
6651,33925,0,0.53
6652,34034,0,0.473
6653,35212,0,0.287
6654,37633,0,0.218
6655,38791,0,0.165
6656,39505,0.089,0.096
6657,41343,0.308,0.06
6658,43800,0.257,0.063
6659,46578,0.507,0.042
6660,49382,0.574,0.019
6661,52184,0.723,0.022
6662,54494,0.698,0.042
6663,56243,0.626,0.003
6664,57209,0.511,0.014
6665,56848,0.338,0
6666,54584,0.124,0
6667,52413,0,0
6668,50371,0,0
6669,47457,0,0
6670,43941,0,0.025
6671,40314,0,0.076
6672,37510,0,0.147
6673,35603,0,0.107
6674,34266,0,0.412
6675,33558,0,0.139
6676,33623,0,0
6677,34861,0,0
6678,37309,0,0
6679,38378,0,0
6680,39134,0.083,0.014
6681,41094,0.183,0.047
6682,43641,0.281,0.071
6683,46447,0.172,0.048
6684,49439,0.428,0.069
6685,52430,0.312,0.047
6686,54764,0.377,0.024
6687,56311,0.361,0.004
6688,57223,0.293,0.035
6689,56920,0.205,0.028
6690,55009,0.029,0
6691,52959,0,0
6692,50710,0,0
6693,47901,0,0
6694,44542,0,0
6695,41114,0,0
6696,38404,0,0
6697,36468,0,0
6698,35165,0,0
6699,34405,0,0
6700,34436,0,0
6701,35677,0,0
6702,38162,0,0
6703,39261,0,0
6704,40173,0.029,0
6705,42419,0.094,0
6706,45257,0.276,0
6707,48366,0.323,0
6708,51472,0.406,0
6709,54823,0.411,0.041
6710,57738,0.395,0.055
6711,59935,0.329,0.14
6712,61132,0.248,0.683
6713,60592,0.181,0.552
6714,57855,0.129,0.525
6715,55711,0,0.602
6716,53659,0,0.682
6717,50857,0,0.576
6718,47427,0,0.667
6719,43854,0,0.745
6720,40953,0,0.395
6721,38900,0,0.271
6722,37515,0,0.418
6723,36672,0,0.493
6724,36591,0,0.242
6725,37613,0,0.083
6726,39683,0,0.222
6727,40656,0,0.369
6728,41934,0.097,0.361
6729,44507,0.331,0.337
6730,47575,0.533,0.317
6731,50802,0.668,0.425
6732,53806,0.749,0.298
6733,57063,0.778,0.365
6734,59762,0.752,0.592
6735,61757,0.671,0.797
6736,62461,0.539,0.817
6737,61360,0.21,0.832
6738,58074,0.126,0.832
6739,55405,0,0.829
6740,53120,0,0.797
6741,50556,0,0.7
6742,47745,0,0.796
6743,44736,0,0.766
6744,41940,0,0.799
6745,39753,0,0.798
6746,38220,0,0.63
6747,37125,0,0.676
6748,36487,0,0.268
6749,36494,0,0.182
6750,37069,0,0.19
6751,37662,0,0.221
6752,39289,0.095,0.28
6753,42248,0.331,0.273
6754,45499,0.522,0.334
6755,48562,0.647,0.337
6756,51584,0.721,0.42
6757,54517,0.748,0.541
6758,57013,0.722,0.531
6759,59032,0.647,0.719
6760,59912,0.523,0.708
6761,59240,0.344,0.789
6762,56669,0.122,0.766
6763,54182,0,0.687
6764,52062,0,0.498
6765,49624,0,0.622
6766,46994,0,0.422
6767,44495,0,0.304
6768,42100,0,0.322
6769,40140,0,0.713
6770,38861,0,0.667
6771,38058,0,0.683
6772,37669,0,0.671
6773,37835,0,0.493
6774,38557,0,0.168
6775,39402,0,0.04
6776,41258,0.09,0.42
6777,44417,0.062,0.668
6778,47498,0.146,0.75
6779,50465,0.196,0.755
6780,53229,0.301,0.806
6781,55894,0.296,0.805
6782,58287,0.336,0.793
6783,59958,0.339,0.035
6784,60797,0.245,0.409
6785,60626,0.331,0.355
6786,59201,0.11,0.707
6787,58550,0,0.516
6788,57302,0,0.575
6789,54648,0,0.043
6790,50293,0,0.193
6791,46843,0,0.55
6792,43482,0,0.412
6793,40733,0,0.244
6794,38948,0,0.734
6795,38038,0,0.305
6796,37602,0,0.188
6797,37798,0,0.075
6798,39036,0,0.048
6799,39915,0,0.115
6800,40622,0.066,0.313
6801,42344,0.166,0.285
6802,44288,0.073,0.387
6803,45988,0.098,0.278
6804,47729,0.671,0.358
6805,50113,0.701,0.173
6806,52551,0.679,0.302
6807,54745,0.407,0.064
6808,56110,0.287,0.033
6809,55956,0.163,0.006
6810,53867,0.054,0.018
6811,52365,0,0.133
6812,50838,0,0.29
6813,48505,0,0.591
6814,45250,0,0.721
6815,42123,0,0.204
6816,39719,0,0.16
6817,38243,0,0.19
6818,37413,0,0.357
6819,37146,0,0.251
6820,37709,0,0.066
6821,39591,0,0.037
6822,42395,0,0.019
6823,43869,0,0.021
6824,44687,0.017,0.007
6825,46587,0.159,0.016
6826,48784,0.014,0
6827,50955,0.087,0.017
6828,52923,0.102,0.089
6829,55098,0.371,0.259
6830,56695,0.21,0.455
6831,58082,0.441,0.34
6832,58759,0.389,0.378
6833,58178,0.074,0.296
6834,56952,0.093,0.37
6835,56716,0,0.319
6836,55678,0,0.391
6837,53810,0,0.444
6838,50983,0,0.272
6839,48010,0,0.288
6840,45573,0,0.164
6841,43871,0,0.258
6842,42718,0,0.405
6843,42167,0,0.149
6844,42255,0,0
6845,43408,0,0
6846,45651,0,0
6847,46589,0,0
6848,47132,0.046,0
6849,48931,0.145,0.027
6850,51081,0.495,0.17
6851,53126,0.642,0.381
6852,55254,0.738,0.472
6853,57122,0.776,0.583
6854,58080,0.755,0.592
6855,58076,0.676,0.376
6856,57686,0.543,0.557
6857,56534,0.35,0.616
6858,54881,0.116,0.483
6859,53830,0,0.452
6860,52011,0,0.352
6861,49447,0,0.307
6862,46359,0,0.246
6863,43358,0,0.251
6864,40883,0,0.435
6865,39152,0,0.775
6866,38057,0,0.27
6867,37411,0,0.176
6868,37617,0,0.207
6869,39081,0,0.475
6870,41668,0,0.539
6871,43321,0,0.505
6872,43807,0.087,0.332
6873,44655,0.318,0.438
6874,45778,0.515,0.409
6875,46877,0.642,0.671
6876,48271,0.719,0.594
6877,49767,0.742,0.343
6878,51059,0.71,0.625
6879,52526,0.631,0.482
6880,53847,0.505,0.626
6881,54191,0.32,0.054
6882,53005,0.103,0.124
6883,52348,0,0.412
6884,51010,0,0.307
6885,48898,0,0.33
6886,46110,0,0.46
6887,43139,0,0.409
6888,40714,0,0.778
6889,39041,0,0.695
6890,37985,0,0.698
6891,37454,0,0.432
6892,37758,0,0.637
6893,39212,0,0.507
6894,41920,0,0.44
6895,43513,0,0.331
6896,44382,0.079,0.269
6897,46367,0.198,0.214
6898,48466,0.437,0.229
6899,50640,0.646,0.198
6900,52592,0.726,0.223
6901,54521,0.754,0.264
6902,55524,0.685,0.28
6903,55165,0.649,0.219
6904,53933,0.521,0.324
6905,52424,0.246,0.267
6906,49623,0.102,0.341
6907,47994,0,0.327
6908,46115,0,0.277
6909,43970,0,0.175
6910,41499,0,0.231
6911,38768,0,0.302
6912,36295,0,0.369
6913,34463,0,0.198
6914,33204,0,0.181
6915,32334,0,0.134
6916,31946,0,0.088
6917,32173,0,0.088
6918,32963,0,0.09
6919,33756,0,0.019
6920,34811,0.084,0.006
6921,36064,0.317,0
6922,36981,0.515,0
6923,37554,0.647,0
6924,37975,0.725,0
6925,38394,0.755,0
6926,38959,0.728,0
6927,39651,0.647,0
6928,40262,0.519,0
6929,40307,0.332,0
6930,39439,0.105,0.037
6931,39467,0,0.072
6932,38500,0,0.15
6933,37146,0,0.329
6934,35619,0,0.448
6935,33961,0,0.167
6936,32367,0,0.136
6937,31285,0,0.106
6938,30480,0,0.173
6939,30074,0,0.322
6940,29965,0,0.079
6941,30230,0,0
6942,30846,0,0.031
6943,31624,0,0.041
6944,32787,0.084,0.067
6945,34062,0.318,0.073
6946,35071,0.517,0.114
6947,35879,0.651,0.186
6948,36626,0.731,0.203
6949,37375,0.756,0.165
6950,38300,0.726,0.318
6951,39239,0.645,0.28
6952,39887,0.518,0.153
6953,40074,0.329,0.199
6954,39632,0.101,0.347
6955,40580,0,0.528
6956,39992,0,0.503
6957,38509,0,0.287
6958,36348,0,0.256
6959,34231,0,0.293
6960,32386,0,0.428
6961,31274,0,0.286
6962,30755,0,0.17
6963,30686,0,0.063
6964,31194,0,0.034
6965,32708,0,0.096
6966,35535,0,0.102
6967,37219,0,0.161
6968,37621,0.089,0.377
6969,38405,0.333,0.576
6970,39286,0.533,0.82
6971,40125,0.664,0.818
6972,40932,0.738,0.761
6973,42014,0.757,0.763
6974,43106,0.725,0.569
6975,44197,0.646,0.457
6976,45234,0.514,0.269
6977,45253,0.326,0.14
6978,44294,0.097,0.118
6979,44344,0,0.116
6980,43382,0,0.117
6981,41547,0,0.142
6982,38978,0,0.127
6983,36279,0,0.076
6984,34248,0,0.076
6985,33100,0,0.114
6986,32363,0,0.149
6987,32094,0,0.171
6988,32553,0,0.038
6989,33953,0,0.014
6990,36669,0,0.012
6991,38008,0,0.002
6992,38424,0.078,0.018
6993,39484,0.31,0.039
6994,40820,0.509,0.053
6995,42452,0.64,0.08
6996,44130,0.72,0.109
6997,45949,0.747,0.129
6998,47638,0.718,0.377
6999,49019,0.636,0.565
7000,50069,0.509,0.688
7001,49870,0.318,0.732
7002,48549,0.093,0.785
7003,48244,0,0.746
7004,47096,0,0.757
7005,45148,0,0.783
7006,42332,0,0.815
7007,39321,0,0.797
7008,36978,0,0.794
7009,35433,0,0.798
7010,34557,0,0.782
7011,34212,0,0.753
7012,34572,0,0.263
7013,36118,0,0.012
7014,38798,0,0.018
7015,40087,0,0.025
7016,40446,0.089,0.157
7017,42018,0.335,0.25
7018,44044,0.532,0.468
7019,46144,0.656,0.394
7020,48164,0.727,0.439
7021,50293,0.689,0.154
7022,52004,0.598,0.115
7023,53328,0.513,0.073
7024,54100,0.507,0.001
7025,53747,0.32,0
7026,52232,0.093,0
7027,51540,0,0.129
7028,50013,0,0.359
7029,47664,0,0.768
7030,44392,0,0.77
7031,41055,0,0.766
7032,38354,0,0.756
7033,36539,0,0.684
7034,35444,0,0.729
7035,34900,0,0.579
7036,35110,0,0.656
7037,36508,0,0.634
7038,39124,0,0.523
7039,40398,0,0.403
7040,40856,0.076,0.294
7041,42443,0.311,0.191
7042,44461,0.505,0.104
7043,46736,0.638,0.084
7044,49050,0.718,0.068
7045,51345,0.743,0.077
7046,52964,0.714,0.148
7047,54364,0.632,0.192
7048,55191,0.501,0.195
7049,54559,0.311,0.081
7050,52359,0.086,0.056
7051,51045,0,0
7052,49306,0,0
7053,46924,0,0
7054,43821,0,0
7055,40611,0,0.016
7056,37975,0,0.065
7057,36142,0,0.167
7058,34940,0,0.28
7059,34348,0,0.401
7060,34447,0,0.12
7061,35679,0,0.035
7062,38277,0,0.069
7063,39650,0,0.078
7064,40283,0.065,0.068
7065,42014,0.289,0.053
7066,44282,0.483,0.032
7067,46727,0.613,0.03
7068,49109,0.693,0.034
7069,51650,0.722,0.063
7070,53688,0.696,0.122
7071,55422,0.266,0.152
7072,56116,0.495,0.273
7073,55281,0.307,0.471
7074,52589,0.083,0.467
7075,50979,0,0.593
7076,49194,0,0.609
7077,47389,0,0.623
7078,45212,0,0.637
7079,42768,0,0.6
7080,40452,0,0.582
7081,38710,0,0.515
7082,37516,0,0.481
7083,36689,0,0.51
7084,36226,0,0.173
7085,36399,0,0
7086,37176,0,0.047
7087,38272,0,0.129
7088,39852,0.07,0.18
7089,42479,0.299,0.248
7090,45066,0.495,0.261
7091,47356,0.62,0.254
7092,49504,0.693,0.235
7093,51289,0.716,0.346
7094,52835,0.69,0.375
7095,53896,0.466,0.602
7096,53938,0.488,0.689
7097,53085,0.302,0.637
7098,51186,0.079,0.822
7099,50039,0,0.824
7100,48512,0,0.813
7101,46819,0,0.743
7102,44780,0,0.74
7103,42628,0,0.647
7104,40355,0,0.362
7105,38622,0,0.085
7106,37282,0,0.02
7107,36392,0,0.074
7108,35966,0,0.043
7109,35861,0,0.023
7110,36188,0,0.042
7111,36999,0,0.066
7112,38442,0.058,0.104
7113,41135,0.28,0.116
7114,43729,0.348,0.189
7115,46388,0.5,0.298
7116,48876,0.572,0.335
7117,51166,0.578,0.38
7118,53211,0.506,0.413
7119,54925,0.576,0.56
7120,55979,0.448,0.508
7121,55778,0.127,0.548
7122,53894,0.024,0.601
7123,53354,0,0.618
7124,51799,0,0.556
7125,49514,0,0.421
7126,46439,0,0.427
7127,43070,0,0.372
7128,40329,0,0.418
7129,38457,0,0.276
7130,37287,0,0.212
7131,36639,0,0.043
7132,36819,0,0
7133,38284,0,0
7134,40904,0,0
7135,42309,0,0.021
7136,42691,0.042,0.061
7137,44218,0.079,0.001
7138,46323,0.519,0.007
7139,48948,0.662,0.026
7140,51924,0.746,0.115
7141,55336,0.772,0.452
7142,58319,0.738,0.509
7143,60412,0.652,0.786
7144,61561,0.518,0.506
7145,60820,0.315,0
7146,58105,0.078,0
7147,56541,0,0.069
7148,54380,0,0.09
7149,51668,0,0.098
7150,48125,0,0.659
7151,44691,0,0.359
7152,41866,0,0.18
7153,40084,0,0.021
7154,39041,0,0.05
7155,38603,0,0.206
7156,38969,0,0.026
7157,40487,0,0.006
7158,43253,0,0.066
7159,44793,0,0
7160,45215,0.065,0.025
7161,46578,0.311,0.021
7162,48423,0.525,0.055
7163,50374,0.666,0.162
7164,52405,0.753,0.295
7165,54326,0.778,0.575
7166,55678,0.747,0.716
7167,56484,0.663,0.655
7168,56925,0.524,0.576
7169,56225,0.315,0.559
7170,54932,0.074,0.449
7171,54807,0,0.278
7172,53707,0,0.171
7173,51816,0,0.203
7174,48954,0,0.135
7175,46073,0,0.061
7176,43429,0,0.057
7177,41713,0,0
7178,40688,0,0
7179,39735,0,0
7180,39401,0,0
7181,40074,0,0
7182,41985,0,0
7183,43104,0,0
7184,42972,0.066,0.015
7185,42855,0.318,0.026
7186,42800,0.524,0.04
7187,43178,0.661,0.062
7188,43975,0.74,0.074
7189,44936,0.765,0.116
7190,45702,0.738,0.218
7191,46370,0.655,0.423
7192,46466,0.517,0.631
7193,45809,0.314,0.721
7194,44596,0.075,0.68
7195,44210,0,0.743
7196,43001,0,0.634
7197,41123,0,0.538
7198,38532,0,0.356
7199,35815,0,0.35
7200,33753,0,0.651
7201,32572,0,0.555
7202,31850,0,0.273
7203,31590,0,0.184
7204,32045,0,0.152
7205,33530,0,0.339
7206,36389,0,0.336
7207,37876,0,0.437
7208,38026,0.042,0.514
7209,38678,0.246,0.564
7210,39400,0.503,0.553
7211,39959,0.542,0.549
7212,40526,0.717,0.514
7213,41034,0.74,0.462
7214,41244,0.709,0.443
7215,41513,0.629,0.578
7216,41972,0.497,0.718
7217,41767,0.299,0.57
7218,41325,0.067,0.68
7219,41799,0,0.482
7220,40991,0,0.726
7221,39554,0,0.808
7222,37374,0,0.794
7223,34948,0,0.73
7224,33297,0,0.714
7225,32300,0,0.712
7226,31665,0,0.639
7227,31462,0,0.751
7228,31834,0,0.78
7229,33229,0,0.675
7230,36052,0,0.525
7231,37661,0,0.813
7232,37831,0.055,0.241
7233,38456,0.296,0.159
7234,38977,0.501,0.068
7235,39242,0.636,0.04
7236,39460,0.714,0.034
7237,39841,0.74,0.071
7238,40209,0.711,0.745
7239,40547,0.625,0.734
7240,40850,0.493,0.756
7241,40522,0.294,0.628
7242,39737,0.063,0.477
7243,39821,0,0.576
7244,38851,0,0.577
7245,37747,0,0.641
7246,36196,0,0.203
7247,34550,0,0.008
7248,32990,0,0.353
7249,31925,0,0.275
7250,31190,0,0.703
7251,30909,0,0.788
7252,30941,0,0.589
7253,31681,0,0.274
7254,33001,0,0.186
7255,34445,0,0.161
7256,35827,0.054,0.357
7257,36875,0.3,0.422
7258,37235,0.497,0.398
7259,37396,0.627,0.119
7260,37573,0.702,0.514
7261,37956,0.721,0.22
7262,38711,0.69,0.827
7263,39672,0.609,0.711
7264,40536,0.481,0.775
7265,40707,0.288,0.75
7266,40004,0.059,0.749
7267,39736,0,0.769
7268,38674,0,0.748
7269,37581,0,0.798
7270,36075,0,0.817
7271,34513,0,0.834
7272,32953,0,0.805
7273,31865,0,0.833
7274,31170,0,0.821
7275,30808,0,0.792
7276,30684,0,0.647
7277,30971,0,0.696
7278,31725,0,0.586
7279,32792,0,0.361
7280,34003,0.048,0.245
7281,35513,0.29,0.215
7282,36680,0.48,0.124
7283,37815,0.602,0.173
7284,38901,0.684,0.128
7285,40236,0.711,0.134
7286,41601,0.687,0.15
7287,43080,0.61,0.338
7288,44206,0.482,0.73
7289,44109,0.29,0.814
7290,42432,0.058,0.817
7291,41603,0,0.831
7292,40851,0,0.827
7293,39832,0,0.83
7294,37754,0,0.834
7295,35359,0,0.816
7296,33175,0,0.824
7297,31976,0,0.799
7298,31234,0,0.806
7299,31029,0,0.792
7300,31478,0,0.53
7301,32913,0,0.263
7302,35582,0,0.258
7303,37257,0,0.348
7304,37630,0.05,0.45
7305,38395,0.277,0.361
7306,39414,0.465,0.295
7307,40529,0.611,0.235
7308,41720,0.705,0.171
7309,43012,0.403,0.264
7310,44238,0.284,0.19
7311,45421,0.582,0.453
7312,46317,0.496,0.419
7313,46057,0.298,0.369
7314,45267,0.06,0.291
7315,45336,0,0.24
7316,43944,0,0.053
7317,41956,0,0.033
7318,39228,0,0
7319,36411,0,0
7320,34355,0,0.004
7321,33026,0,0
7322,32229,0,0
7323,31866,0,0
7324,32137,0,0
7325,33642,0,0
7326,36405,0,0
7327,38084,0,0
7328,38409,0.038,0.015
7329,39334,0.175,0.055
7330,40448,0.369,0.084
7331,41525,0.602,0.115
7332,42341,0.719,0.161
7333,43151,0.743,0.247
7334,43719,0.711,0.33
7335,44563,0.628,0.567
7336,45190,0.491,0.716
7337,45246,0.295,0.773
7338,44963,0.056,0.801
7339,44853,0,0.823
7340,43701,0,0.825
7341,41933,0,0.82
7342,39425,0,0.819
7343,36925,0,0.784
7344,35046,0,0.78
7345,33790,0,0.798
7346,33057,0,0.791
7347,32777,0,0.834
7348,33196,0,0.765
7349,34800,0,0.617
7350,37707,0,0.651
7351,39538,0,0.729
7352,40087,0.002,0.697
7353,41017,0.056,0.485
7354,42000,0.162,0.538
7355,42593,0.416,0.606
7356,42842,0.602,0.635
7357,43035,0.598,0.487
7358,42747,0.712,0.361
7359,42369,0.631,0.59
7360,42625,0.492,0.818
7361,43091,0.231,0.796
7362,43684,0.022,0.79
7363,43638,0,0.817
7364,42690,0,0.82
7365,41149,0,0.826
7366,38870,0,0.801
7367,36581,0,0.711
7368,34995,0,0.671
7369,34009,0,0.605
7370,33375,0,0.335
7371,33164,0,0.767
7372,33778,0,0.183
7373,35634,0,0
7374,38837,0,0
7375,40889,0,0
7376,41335,0.032,0.036
7377,41740,0.2,0.02
7378,41769,0.296,0.036
7379,41384,0.311,0.167
7380,40784,0.482,0.339
7381,40185,0.704,0.022
7382,39519,0.689,0.232
7383,39086,0.605,0.524
7384,39148,0.484,0.619
7385,39420,0.265,0.504
7386,40311,0.029,0.526
7387,41402,0,0.352
7388,41052,0,0.494
7389,39940,0,0.543
7390,38070,0,0.708
7391,36282,0,0.599
7392,34959,0,0.377
7393,34229,0,0.692
7394,34093,0,0.416
7395,34273,0,0.332
7396,35133,0,0.655
7397,37269,0,0.329
7398,40627,0,0.357
7399,42796,0,0.329
7400,42932,0.012,0.502
7401,42320,0.244,0.276
7402,41576,0.49,0.188
7403,40717,0.619,0.158
7404,39754,0.685,0.041
7405,39084,0.733,0.118
7406,38599,0.707,0.06
7407,38286,0.624,0.096
7408,38417,0.486,0
7409,38413,0.288,0.046
7410,38587,0.041,0.526
7411,39462,0,0.678
7412,39225,0,0.632
7413,38609,0,0.401
7414,37495,0,0.414
7415,36199,0,0.394
7416,35054,0,0.394
7417,34340,0,0.162
7418,34030,0,0.478
7419,34118,0,0.463
7420,34377,0,0.294
7421,35300,0,0.121
7422,36904,0,0.107
7423,38739,0,0.042
7424,39886,0.019,0.014
7425,39900,0.283,0.018
7426,39151,0.478,0.035
7427,38174,0.603,0.026
7428,37329,0.675,0.014
7429,36885,0.701,0
7430,36574,0.677,0
7431,36667,0.599,0
7432,36969,0.467,0
7433,37159,0.277,0
7434,37448,0.034,0
7435,38157,0,0.01
7436,37792,0,0.039
7437,37082,0,0.021
7438,36030,0,0.031
7439,34690,0,0.026
7440,33823,0,0.013
7441,33050,0,0.043
7442,32662,0,0.022
7443,32504,0,0.006
7444,32597,0,0.009
7445,32898,0,0
7446,33788,0,0.003
7447,35093,0,0.032
7448,36428,0,0.039
7449,37271,0.038,0.049
7450,37440,0.058,0.048
7451,37156,0.083,0.06
7452,37123,0.126,0.088
7453,37431,0.234,0.121
7454,37869,0.251,0.393
7455,38351,0.227,0.662
7456,38945,0.209,0.638
7457,39223,0.258,0.757
7458,39526,0.022,0.771
7459,40445,0,0.796
7460,39900,0,0.799
7461,38887,0,0.799
7462,37536,0,0.772
7463,35607,0,0.718
7464,33687,0,0.694
7465,32411,0,0.721
7466,31793,0,0.729
7467,31605,0,0.766
7468,31817,0,0.674
7469,32766,0,0.588
7470,34915,0,0.585
7471,38209,0,0.58
7472,39394,0,0.588
7473,39606,0.062,0.577
7474,39917,0.074,0.604
7475,40279,0.142,0.656
7476,40698,0.113,0.63
7477,41083,0.156,0.518
7478,41775,0.172,0.553
7479,42327,0.126,0.743
7480,42598,0.081,0.745
7481,42676,0.078,0.635
7482,42878,0,0.792
7483,43513,0,0.773
7484,42665,0,0.723
7485,41420,0,0.284
7486,39675,0,0.577
7487,37229,0,0.744
7488,35018,0,0.678
7489,33394,0,0.663
7490,32414,0,0.622
7491,31906,0,0.578
7492,31796,0,0.406
7493,32305,0,0.108
7494,34016,0,0.041
7495,36896,0,0.015
7496,38026,0,0
7497,38544,0.011,0
7498,39243,0.297,0
7499,39953,0.564,0
7500,40673,0.565,0
7501,41218,0.554,0.116
7502,41915,0.539,0.505
7503,42385,0.555,0.521
7504,42668,0.35,0.559
7505,42680,0.206,0.434
7506,42667,0.008,0.476
7507,43530,0,0.338
7508,42716,0,0.341
7509,41683,0,0.359
7510,40069,0,0.319
7511,37794,0,0.289
7512,35493,0,0.292
7513,33785,0,0.292
7514,32862,0,0.26
7515,32338,0,0.151
7516,32143,0,0.021
7517,32707,0,0
7518,34540,0,0
7519,37471,0,0
7520,38818,0,0
7521,39631,0.281,0
7522,40665,0.48,0.012
7523,41870,0.273,0.034
7524,42825,0.675,0.047
7525,43688,0.715,0.166
7526,44583,0.709,0.308
7527,45112,0.626,0.33
7528,45240,0.484,0.385
7529,45254,0.249,0.437
7530,45138,0.009,0.546
7531,45443,0,0.615
7532,44427,0,0.752
7533,43301,0,0.743
7534,41440,0,0.669
7535,39037,0,0.541
7536,36582,0,0.531
7537,34853,0,0.237
7538,33645,0,0.074
7539,32859,0,0.054
7540,32495,0,0.046
7541,32881,0,0.001
7542,34426,0,0.021
7543,37272,0,0.018
7544,38378,0,0.013
7545,39093,0.256,0.013
7546,39854,0.482,0
7547,40524,0.62,0
7548,41167,0.699,0
7549,41787,0.719,0.055
7550,42511,0.682,0.031
7551,42953,0.6,0.017
7552,43038,0.339,0
7553,42793,0.266,0
7554,42612,0,0.573
7555,42894,0,0.733
7556,41936,0,0.769
7557,40905,0,0.705
7558,39466,0,0.776
7559,37357,0,0.745
7560,35444,0,0.709
7561,34083,0,0.668
7562,33373,0,0.677
7563,33005,0,0.731
7564,33110,0,0.677
7565,33774,0,0.464
7566,35725,0,0.304
7567,38880,0,0.287
7568,40241,0,0.281
7569,40436,0.012,0.246
7570,40596,0.152,0.141
7571,40775,0.204,0.141
7572,41157,0.218,0.107
7573,41510,0.229,0.067
7574,42127,0.157,0.092
7575,42448,0.086,0.057
7576,42410,0.075,0.049
7577,42025,0.017,0.02
7578,41725,0,0
7579,41897,0,0
7580,40845,0,0
7581,39909,0,0
7582,38941,0,0
7583,37597,0,0
7584,36037,0,0.001
7585,34822,0,0.029
7586,34095,0,0.072
7587,33864,0,0.124
7588,33884,0,0.103
7589,34408,0,0.035
7590,35491,0,0.049
7591,37175,0,0.063
7592,38679,0,0.072
7593,39715,0.295,0.086
7594,39842,0.527,0.097
7595,39481,0.674,0.132
7596,38926,0.757,0.155
7597,38641,0.786,0.266
7598,38355,0.749,0.455
7599,38274,0.661,0.572
7600,38272,0.513,0.657
7601,38304,0.297,0.688
7602,38642,0,0.714
7603,39318,0,0.686
7604,38921,0,0.672
7605,38449,0,0.692
7606,37685,0,0.612
7607,36597,0,0.599
7608,35394,0,0.297
7609,34219,0,0.455
7610,33415,0,0.392
7611,32922,0,0.258
7612,32876,0,0.131
7613,32992,0,0.123
7614,33606,0,0.103
7615,34726,0,0.175
7616,35834,0,0.161
7617,36848,0.277,0.273
7618,37315,0.488,0.183
7619,37369,0.624,0.159
7620,37468,0.702,0.159
7621,37867,0.729,0.174
7622,38350,0.701,0.363
7623,38950,0.619,0.294
7624,39628,0.479,0.262
7625,39933,0.277,0.255
7626,40593,0,0.525
7627,41469,0,0.407
7628,40789,0,0.431
7629,39918,0,0.239
7630,38564,0,0.084
7631,36624,0,0.028
7632,34531,0,0
7633,33146,0,0
7634,32272,0,0.016
7635,31984,0,0.03
7636,32182,0,0.097
7637,32959,0,0.026
7638,34943,0,0.028
7639,38174,0,0.11
7640,39531,0,0.303
7641,39990,0.277,0.489
7642,40463,0.482,0.76
7643,41071,0.622,0.759
7644,41824,0.676,0.609
7645,42788,0.634,0.724
7646,43988,0.66,0.712
7647,44949,0.619,0.775
7648,45366,0.473,0.826
7649,45323,0.247,0.816
7650,44962,0,0.089
7651,45379,0,0.677
7652,44282,0,0.834
7653,43033,0,0.828
7654,41431,0,0.821
7655,39193,0,0.786
7656,36559,0,0.797
7657,34751,0,0.818
7658,33536,0,0.82
7659,32891,0,0.797
7660,32719,0,0.818
7661,33207,0,0.773
7662,34851,0,0.827
7663,37964,0,0.834
7664,39313,0,0.834
7665,40385,0.269,0.832
7666,41531,0.472,0.821
7667,42677,0.611,0.834
7668,43843,0.698,0.819
7669,44965,0.727,0.819
7670,46215,0.702,0.77
7671,47090,0.622,0.825
7672,47456,0.482,0.827
7673,47224,0.279,0.813
7674,46740,0,0.834
7675,46963,0,0.834
7676,45892,0,0.834
7677,44611,0,0.834
7678,42904,0,0.834
7679,40449,0,0.834
7680,37799,0,0.824
7681,35817,0,0.822
7682,34565,0,0.81
7683,33790,0,0.828
7684,33524,0,0.801
7685,34036,0,0.637
7686,35555,0,0.557
7687,38245,0,0.417
7688,39374,0,0.443
7689,40458,0.264,0.282
7690,42101,0.35,0.22
7691,43741,0.397,0.188
7692,45224,0.47,0.131
7693,46603,0.501,0.169
7694,47974,0.454,0.263
7695,48762,0.433,0.126
7696,48966,0.24,0.015
7697,48508,0.129,0
7698,47815,0,0.042
7699,47600,0,0
7700,46260,0,0.612
